term,name,district,party,counties,image_link,senator_link,speaker
2002 - 2004,"Antone, Bruce",39,Democrat,Part of Orange,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4269.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4269&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Arza, Rafael",102,Republican,"Parts of Broward, Miami-Dade",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4237.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4237&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"* Attkisson, Frank",79,Republican,"Parts of Okeechobee, Orange, Osceola, Polk",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4234.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4234&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Ausley, Loranne",9,Democrat,"Parts of Gadsden, Jefferson, Leon",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4190.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4190&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Baker, Carey",25,Republican,"Parts of Lake, Seminole, Volusia",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4201.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4201&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"* Barreiro, Gustavo A.",107,Republican,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4151.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4151&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Baxley, Dennis K.",24,Republican,Part of Marion,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4200.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4200&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Bean, Aaron P.",12,Republican,"Baker, Nassau, Union and parts of Bradford, Clay, Duval",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4192.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4192&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Bendross-Mindingall, Dorothy",109,Democrat,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4227.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4227&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Bense, Allan G.",6,Republican,"Gulf and parts of Bay, Franklin",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4157.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4157&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Benson, Anna Holliday ""Holly""",3,Republican,"Parts of Escambia, Santa Rosa",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4187.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4187&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Berfield, Kim",50,Republican,Part of Pinellas,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4210.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4210&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Bilirakis, Gus Michael",48,Republican,"Parts of Pasco, Pinellas",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4169.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4169&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Bogdanoff, Ellyn Setnor",91,Republican,"Parts of Broward, Palm Beach",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4336.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4336&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Bowen, Marsha L. ""Marty""",65,Republican,Part of Polk,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4226.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4226&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Brandenburg, Mary",89,Democrat,Part of Palm Beach,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4281.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4281&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Brown, Donald D. ""Don""",5,Republican,"Holmes, Washington and parts of Jackson, Okaloosa, Walton",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4188.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4188&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Brummer, Frederick C. ""Fred""",38,Republican,Part of Orange,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4144.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4144&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Brutus, Phillip J.",108,Democrat,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4244.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4244&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Bucher, Susan",88,Democrat,Part of Palm Beach,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4182.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4182&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Bullard, Edward B. ""Ed""",118,Democrat,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4230.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4230&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Byrd, Johnnie",62,Republican,"Parts of Hillsborough, Pasco",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4117.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4117&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Cantens, Gaston I.",114,Republican,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4147.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4147&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Carassas, John",54,Republican,Part of Pinellas,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4216.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4216&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Carroll, Jennifer",13,Republican,"Parts of Clay, Duval",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4331.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4331&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Clarke, Donna",69,Republican,"Parts of Manatee, Sarasota",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4228.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4228&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Cretul, Larry",22,Republican,"Parts of Alachua, Levy, Marion",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4264.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4264&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Culp, Faye B.",57,Republican,Part of Hillsborough,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4274.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4274&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Cusack, Joyce",27,Democrat,Part of Volusia,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4236.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4236&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"* Davis, Don",18,Republican,"Parts of Duval, St. Johns",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4196.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4196&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"* Davis, Mike",101,Republican,"Parts of Broward, Collier",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4282.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4282&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Dean Sr., Charles S. ""Charlie""",43,Republican,"Citrus and parts of Hernando, Levy",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4270.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4270&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Detert, Nancy C.",70,Republican,Part of Sarasota,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4155.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4155&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Domino, Carl J.",83,Republican,Part of Palm Beach,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4289.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4289&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"* Evers, Greg",1,Republican,"Parts of Escambia, Okaloosa, Santa Rosa",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4247.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4247&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Farkas, Frank",52,Republican,Part of Pinellas,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4153.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4153&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Fields, Terry L.",14,Democrat,Part of Duval,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4194.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4194&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Fiorentino, Heather",46,Republican,Part of Pasco,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4156.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4156&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Galvano, Bill",68,Republican,"Parts of Hillsborough, Manatee",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4278.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4278&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Gannon, Anne M. ""Annie""",86,Democrat,Part of Palm Beach,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4218.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4218&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Garcia, Rene",110,Republican,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4239.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4239&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Gardiner, Andy",40,Republican,Part of Orange,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4209.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4209&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Gelber, Dan",106,Democrat,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4225.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4225&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Gibson, Audrey",15,Democrat,Part of Duval,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4263.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4263&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Gibson III, Hugh H.",42,Republican,"Parts of Lake, Marion, Sumter",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4240.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4240&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Goodlette, J. Dudley",76,Republican,Part of Collier,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4137.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4137&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Gottlieb, Kenneth Allan ""Ken""",105,Democrat,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4134.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4134&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Green, Carole",75,Republican,"Parts of Collier, Lee",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4143.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4143&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Greenstein, Ron L.",95,Democrat,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4150.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4150&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Haridopolos, Mike",30,Republican,Part of Brevard,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4202.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4202&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Harper Jr., James ""Hank""",84,Democrat,Part of Palm Beach,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4215.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4215&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Harrell, Gayle B.",81,Republican,"Parts of Martin, St. Lucie",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4211.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4211&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Harrington, Lindsay M.",72,Republican,"DeSoto and parts of Charlotte, Lee",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4119.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4119&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Hasner, Adam",87,Republican,"Part of Broward, Palm Beach",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4280.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4280&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Henriquez, Bob ""Coach""",58,Democrat,Part of Hillsborough,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4171.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4171&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Hogan, Mike",13,Republican,"Parts of Clay, Duval",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4193.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4193&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Holloway, Wilbert ""Tee""",103,Democrat,"Parts of Broward, Miami-Dade",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4241.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4241&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Homan, Ed",60,Republican,"Parts of Hillsborough, Pasco",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4275.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4275&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Jennings Jr., Edward L. ""Ed""",23,Democrat,"Parts of Alachua, Marion",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4199.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4199&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Johnson, Randy",41,Republican,"Parts of Lake, Orange, Osceola",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4167.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4167&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Jordan, Stan",17,Republican,Part of Duval,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4195.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4195&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Joyner, Arthenia L.",59,Democrat,Part of Hillsborough,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4221.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4221&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Justice, Charlie",53,Democrat,Part of Pinellas,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4214.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4214&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Kallinger, Jim",35,Republican,Part of Orange,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4206.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4206&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Kendrick, Will S.",10,Republican,"Hamilton, Madison, Taylor and parts of Alachua, Columbia, Dixie, Franklin, Jefferson, Levy, Wakulla",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4191.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4191&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Kilmer, Bev",7,Republican,"Calhoun, Liberty and parts of Bay, Gadsden, Jackson, Leon, Okaloosa, Wakulla, Walton",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4162.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4162&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Kosmas, Suzanne M.",28,Democrat,Part of Volusia,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4120.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4120&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Kottkamp, Jeffrey D. ""Jeff""",74,Republican,"Parts of Charlotte, Lee",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4231.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4231&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Kravitz, Dick",19,Republican,"Parts of Clay, Duval, St. Johns",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4186.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4186&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Kyle, Bruce",73,Republican,Part of Lee,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4161.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4161&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Littlefield, Kenneth W. ""Ken""",61,Republican,"Parts of Hillsborough, Pasco",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4174.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4174&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Llorente, Marcelo",116,Republican,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4286.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4286&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Machek, Richard A.",78,Democrat,"Parts of Martin, Okeechobee, Palm Beach, St. Lucie",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4233.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4233&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Mack, Connie",91,Republican,"Parts of Broward, Palm Beach",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4219.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4219&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Mahon, Mark",16,Republican,Part of Duval,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4185.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4185&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"* Mayfield, Stan",80,Republican,"Parts of Brevard,  Indian River, St. Lucie",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4235.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4235&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"McInvale, Sheri",36,Republican,Part of Orange,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4268.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4268&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Meadows, Matthew J. ""Matt""",94,Democrat,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4025.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4025&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Mealor, David J.",34,Republican,"Parts of Orange, Seminole",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4205.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4205&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Murman, Sandra L.",56,Republican,Part of Hillsborough,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4121.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4121&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Murzin, Dave",2,Republican,Part of Escambia,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4261.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4261&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Needelman, Mitch",31,Republican,Part of Brevard,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4203.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4203&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Negron, Joe",82,Republican,"Parts of Martin, Palm Beach,  St. Lucie",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4212.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4212&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Patterson, Pat",26,Republican,"Parts of Flagler, Volusia",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4265.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4265&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Paul, Jerry",71,Republican,"Parts of Charlotte, Lee, Sarasota",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4229.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4229&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Peterman Jr., Frank",55,Democrat,"Parts of Hillsborough,  Manatee, Pinellas, Sarasota",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4217.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4217&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Pickens, Joe H.",21,Republican,"Putnam and parts of Bradford, Clay, Lake, Marion, Volusia",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4197.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4197&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Planas, Juan-Carlos ""J.C.""",115,Republican,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4285.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4285&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Poppell, Ralph",29,Republican,"Parts of Brevard, Indian River",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4266.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4266&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Prieguez, Manuel",113,Republican,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4163.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4163&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Quinones, John ""Q""",49,Republican,"Part of Orange, Osceola",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4273.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4273&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Reagan, Ron",67,Republican,"Parts of Hillsborough, Manatee, Sarasota",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4277.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4277&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Rich, Nan H.",97,Democrat,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4222.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4222&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Richardson, Curtis B.",8,Democrat,"Parts of Gadsden, Leon",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4189.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4189&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Ritter, Stacy J.",96,Democrat,Part of Broward,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4122.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4122&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Rivera, David",112,Republican,"Parts of Broward, Collier, Miami-Dade",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4284.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4284&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Robaina, Julio",117,Republican,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4287.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4287&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Roberson, Yolly",104,Democrat,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4283.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4283&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Ross, Dennis A.",63,Republican,"Parts of Hillsborough, Polk",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4223.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4223&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Rubio, Marco",111,Republican,Part of Miami-Dade,https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4180.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4180&LegislativeTermId=80,Speaker Byrd
2002 - 2004,"Russell Jr., David D.",44,Republican,"Parts of Hernando, Pasco, Sumter",https://www.myfloridahouse.gov/FileStores/Web/Imaging/Member/4146.jpg,https://www.myfloridahouse.gov/Sections/Representatives/details.aspx?MemberId=4146&LegislativeTermId=80,Speaker Byrd
