term,name,district,party,counties,image_link,senator_link,position,resigned,died_in_office,elected
2006-2008,"Lawson, Alfred ""Al"" , Jr.",6,Democrat,"Consisted of Calhoun, Franklin, Gadsden, Gulf, Jackson, Liberty, Wakulla counties and parts of Bay, Jefferson, Leon, Madison counties",https://www.flsenate.gov/PublishedContent/Senators/2006-2008/Photos/S06_4292_Thumbnail.jpg,https://www.flsenate.gov/Senators/2006-2008/S6/4292,,,,
2006-2008,"Lynn, Evelyn J.",7,Republican,"Consisted of parts of Clay, Marion, Putnam, Volusia counties",https://www.flsenate.gov/PublishedContent/Senators/2006-2008/Photos/S07_4521_Thumbnail.jpg,https://www.flsenate.gov/Senators/2006-2008/S7/4521,,,,
2006-2008,"Margolis, Gwen",35,Democrat,"Consisted of parts of Broward, Miami-Dade counties",https://www.flsenate.gov/PublishedContent/Senators/2006-2008/Photos/S35_4128_Thumbnail.jpg,https://www.flsenate.gov/Senators/2006-2008/S35/4128,,,,
2006-2008,"Oelrich, Steve",14,Republican,"Consisted of Alachua, Bradford, Gilchrist, Union counties and parts of Columbia, Levy, Marion, Putnam counties",https://www.flsenate.gov/PublishedContent/Senators/2006-2008/Photos/S14_4805_Thumbnail.jpg,https://www.flsenate.gov/Senators/2006-2008/S14/4805,,,,
2006-2008,"Peaden, Durell , Jr.",2,Republican,"Consisted of Holmes, Washington counties and parts of Bay, Escambia, Okaloosa, Santa Rosa, Walton counties",https://www.flsenate.gov/PublishedContent/Senators/2006-2008/Photos/S02_4527_Thumbnail.jpg,https://www.flsenate.gov/Senators/2006-2008/S2/4527,,,,
2006-2008,"Posey, Bill",24,Republican,"Consisted of parts of Brevard, Orange, Seminole counties",https://www.flsenate.gov/PublishedContent/Senators/2006-2008/Photos/S24_4484_Thumbnail.jpg,https://www.flsenate.gov/Senators/2006-2008/S24/4484,,,,
2006-2008,"Pruitt, Ken ",28,Republican,"Consisted of Martin county and parts of Indian River, Okeechobee, Palm Beach, St. Lucie counties",https://www.flsenate.gov/PublishedContent/Senators/2006-2008/Photos/S28_4407_Thumbnail.jpg,https://www.flsenate.gov/Senators/2006-2008/S28/4407,President,,,
2006-2008,"Rich, Nan H.",34,Democrat,"Consisted of parts of Broward, Miami-Dade counties",https://www.flsenate.gov/PublishedContent/Senators/2006-2008/Photos/S34_4698_Thumbnail.jpg,https://www.flsenate.gov/Senators/2006-2008/S34/4698,,,,
2006-2008,"Ring, Jeremy",32,Democrat,Consisted of part of Broward county,https://www.flsenate.gov/PublishedContent/Senators/2006-2008/Photos/S32_4806_Thumbnail.jpg,https://www.flsenate.gov/Senators/2006-2008/S32/4806,,,,
2006-2008,"Saunders, Burt L.",37,Republican,"Consisted of parts of Collier, Lee counties",https://www.flsenate.gov/PublishedContent/Senators/2006-2008/Photos/S37_4606_Thumbnail.jpg,https://www.flsenate.gov/Senators/2006-2008/S37/4606,,,,
2006-2008,"Siplin, Gary",19,Democrat,"Consisted of parts of Orange, Osceola counties",https://www.flsenate.gov/PublishedContent/Senators/2006-2008/Photos/S19_4683_Thumbnail.jpg,https://www.flsenate.gov/Senators/2006-2008/S19/4683,,,,
2006-2008,"Storms, Ronda",10,Republican,"Consisted of parts of Hillsborough, Pasco, Polk counties",https://www.flsenate.gov/PublishedContent/Senators/2006-2008/Photos/S10_4807_Thumbnail.jpg,https://www.flsenate.gov/Senators/2006-2008/S10/4807,,,,
2006-2008,"Villalobos, J. Alex",38,Republican,Consisted of part of Miami-Dade county,https://www.flsenate.gov/PublishedContent/Senators/2006-2008/Photos/S38_4483_Thumbnail.jpg,https://www.flsenate.gov/Senators/2006-2008/S38/4483,,,,
2006-2008,"Webster, Daniel ",9,Republican,"Consisted of parts of Orange, Osceola, Seminole counties",https://www.flsenate.gov/PublishedContent/Senators/2006-2008/Photos/S09_4607_Thumbnail.jpg,https://www.flsenate.gov/Senators/2006-2008/S9/4607,Majority (Republican) Leader,,,
2006-2008,"Wilson, Frederica S.",33,Democrat,Consisted of part of Miami-Dade county,https://www.flsenate.gov/PublishedContent/Senators/2006-2008/Photos/S33_4632_Thumbnail.jpg,https://www.flsenate.gov/Senators/2006-2008/S33/4632,,,,
2006-2008,"Wise, Stephen R.",5,Republican,"Consisted of parts of Clay, Duval, Nassau, St. Johns counties",https://www.flsenate.gov/PublishedContent/Senators/2006-2008/Photos/S05_4726_Thumbnail.jpg,https://www.flsenate.gov/Senators/2006-2008/S5/4726,,,,
2004-2006,"Alexander, JD",17,Republican,"Consisted of Hardee, Highlands counties and parts of DeSoto, Glades, Okeechobee, Polk, St. Lucie counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S17_4599_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S17/4599,,,,
2004-2006,"Argenziano, Nancy",3,Republican,"Consisted of Baker, Dixie, Hamilton, Lafayette, Suwannee, Taylor counties and parts of Citrus, Columbia, Jefferson, Leon, Levy, Madison, Marion counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S03_4578_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S3/4578,,,,
2004-2006,"Aronberg, Dave",27,Democrat,"Consisted of parts of Charlotte, Glades, Hendry, Lee, Palm Beach counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S27_4731_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S27/4731,,,,
2004-2006,"Atwater, Jeff",25,Republican,"Consisted of parts of Broward, Palm Beach counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S25_4689_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S25/4689,,,,
2004-2006,"Baker, Carey",20,Republican,"Consisted of parts of Lake, Marion, Seminole, Sumter, Volusia counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S20_4676_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S20/4676,,,,
2004-2006,"Bennett, Michael S. ""Mike""",21,Republican,"Consisted of parts of Charlotte, DeSoto, Lee, Manatee, Sarasota counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S21_4656_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S21/4656,,,,
2004-2006,"Bullard, Larcenia J.",39,Democrat,"Consisted of Monroe county and parts of Broward, Collier, Hendry, Miami-Dade, Palm Beach counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S39_4453_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S39/4453,,,,
2004-2006,"Campbell, Walter G. ""Skip""",32,Democrat,Consisted of part of Broward county,https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S32_4576_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S32/4576,,,,
2004-2006,"Carlton, Lisa",23,Republican,"Consisted of parts of Charlotte, Manatee, Sarasota counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S23_4604_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S23/4604,,,,
2004-2006,"Clary, Charlie ",4,Republican,"Consisted of parts of Bay, Escambia, Okaloosa, Santa Rosa, Walton counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S04_4572_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S4/4572,President Pro Tempore,,,
2004-2006,"Constantine, Lee",22,Republican,"Consisted of parts of Orange, Seminole counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S22_4485_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S22/4485,,,,
2004-2006,"Crist, Victor D.",12,Republican,"Consisted of parts of Hillsborough, Pasco counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S12_4492_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S12/4492,,,,
2004-2006,"Dawson, M. Mandy",29,Democrat,"Consisted of parts of Broward, Palm Beach counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S29_4605_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S29/4605,,,,
2004-2006,"Diaz de la Portilla, Alex",36,Republican,Consisted of part of Miami-Dade county,https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S36_4649_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S36/4649,,,,
2004-2006,"Dockery, Paula",15,Republican,"Consisted of parts of Hernando, Lake, Osceola, Polk, Sumter counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S15_4594_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S15/4594,,,,
2004-2006,"Fasano, Mike",11,Republican,"Consisted of parts of Citrus, Hernando, Pasco, Pinellas counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S11_4517_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S11/4517,,,,
2004-2006,"Garcia, Rudy",40,Republican,Consisted of part of Miami-Dade county,https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S40_4322_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S40/4322,,,,
2004-2006,"Geller, Steven A.",31,Democrat,Consisted of part of Broward county,https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S31_4598_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S31/4598,,,,
2004-2006,"Haridopolos, Mike",26,Republican,"Consisted of parts of Brevard, Indian River, Osceola, St. Lucie counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S26_4677_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S26/4677,,,,
2004-2006,"Hill, Anthony C. ""Tony"" , Sr.",1,Democrat,"Consisted of parts of Duval, Flagler, Putnam, St. Johns, Volusia counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S01_4494_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S1/4494,,,,
2004-2006,"Jones, Dennis L.",13,Republican,Consisted of part of Pinellas county,https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S13_4209_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S13/4209,,,,
2004-2006,"King, James E. ""Jim"" , Jr.",8,Republican,"Consisted of parts of Duval, Flagler, Nassau, St. Johns, Volusia counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S08_4641_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S8/4641,,,,
2004-2006,"Klein, Ron",30,Democrat,"Consisted of parts of Broward, Palm Beach counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S30_4575_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S30/4575,,,,
2004-2006,"Lawson, Alfred ""Al"" , Jr.",6,Democrat,"Consisted of Calhoun, Franklin, Gadsden, Gulf, Jackson, Liberty, Wakulla counties and parts of Bay, Jefferson, Leon, Madison counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S06_4292_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S6/4292,,,,
2004-2006,"Lee, Tom ",10,Republican,"Consisted of parts of Hillsborough, Pasco, Polk counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S10_4574_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S10/4574,President,,,
2004-2006,"Lynn, Evelyn J.",7,Republican,"Consisted of parts of Clay, Marion, Putnam, Volusia counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S07_4521_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S7/4521,,,,
2004-2006,"Margolis, Gwen",35,Democrat,"Consisted of parts of Broward, Miami-Dade counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S35_4128_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S35/4128,,,,
2004-2006,"Miller, Lesley ""Les"" ",18,Democrat,"Consisted of parts of Hillsborough, Manatee, Pinellas counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S18_4462_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S18/4462,Minority (Democratic) Leader,,,
2004-2006,"Peaden, Durell , Jr.",2,Republican,"Consisted of Holmes, Washington counties and parts of Bay, Escambia, Okaloosa, Santa Rosa, Walton counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S02_4527_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S2/4527,,,,
2004-2006,"Posey, Bill",24,Republican,"Consisted of parts of Brevard, Orange, Seminole counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S24_4484_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S24/4484,,,,
2004-2006,"Pruitt, Ken",28,Republican,"Consisted of Martin county and parts of Indian River, Okeechobee, Palm Beach, St. Lucie counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S28_4407_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S28/4407,,,,
2004-2006,"Rich, Nan H.",34,Democrat,"Consisted of parts of Broward, Miami-Dade counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S34_4698_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S34/4698,,,,
2004-2006,"Saunders, Burt L.",37,Republican,"Consisted of parts of Collier, Lee counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S37_4606_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S37/4606,,,,
2004-2006,"Sebesta, Jim",16,Republican,"Consisted of parts of Hillsborough, Pinellas counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S16_4615_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S16/4615,,,,
2004-2006,"Siplin, Gary",19,Democrat,"Consisted of parts of Orange, Osceola counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S19_4683_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S19/4683,,,,
2004-2006,"Smith, Rod",14,Democrat,"Consisted of Alachua, Bradford, Gilchrist, Union counties and parts of Columbia, Levy, Marion, Putnam counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S14_4724_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S14/4724,,,,
2004-2006,"Villalobos, J. Alex",38,Republican,Consisted of part of Miami-Dade county,https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S38_4483_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S38/4483,,,,
2004-2006,"Webster, Daniel ",9,Republican,"Consisted of parts of Orange, Osceola, Seminole counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S09_4607_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S9/4607,Majority (Republican) Leader,,,
2004-2006,"Wilson, Frederica S.",33,Democrat,Consisted of part of Miami-Dade county,https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S33_4632_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S33/4632,,,,
2004-2006,"Wise, Stephen R.",5,Republican,"Consisted of parts of Clay, Duval, Nassau, St. Johns counties",https://www.flsenate.gov/PublishedContent/Senators/2004-2006/Photos/S05_4726_Thumbnail.jpg,https://www.flsenate.gov/Senators/2004-2006/S5/4726,,,,
2002-2004,"Alexander, JD",17,Republican,"Consisted of Hardee, Highlands counties and parts of DeSoto, Glades, Okeechobee, Polk, St. Lucie counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S17_4599_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S17/4599,,,,
2002-2004,"Argenziano, Nancy",3,Republican,"Consisted of Baker, Dixie, Hamilton, Lafayette, Suwannee, Taylor counties and parts of Citrus, Columbia, Jefferson, Leon, Levy, Madison, Marion counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S03_4578_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S3/4578,,,,
2002-2004,"Aronberg, Dave",27,Democrat,"Consisted of parts of Charlotte, Glades, Hendry, Lee, Palm Beach counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S27_4731_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S27/4731,,,,
2002-2004,"Atwater, Jeff",25,Republican,"Consisted of parts of Broward, Palm Beach counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S25_4689_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S25/4689,,,,
2002-2004,"Bennett, Michael S. ""Mike""",21,Republican,"Consisted of parts of Charlotte, DeSoto, Lee, Manatee, Sarasota counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S21_4656_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S21/4656,,,,
2002-2004,"Bullard, Larcenia J.",39,Democrat,"Consisted of Monroe county and parts of Broward, Collier, Hendry, Miami-Dade, Palm Beach counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S39_4453_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S39/4453,,,,
2002-2004,"Campbell, Walter G. ""Skip""",32,Democrat,Consisted of part of Broward county,https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S32_4576_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S32/4576,,,,
2002-2004,"Carlton, Lisa",23,Republican,"Consisted of parts of Charlotte, Manatee, Sarasota counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S23_4604_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S23/4604,,,,
2002-2004,"Clary, Charlie",4,Republican,"Consisted of parts of Bay, Escambia, Okaloosa, Santa Rosa, Walton counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S04_4572_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S4/4572,,,,
2002-2004,"Constantine, Lee",22,Republican,"Consisted of parts of Orange, Seminole counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S22_4485_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S22/4485,,,,
2002-2004,"Cowin, Anna P.",20,Republican,"Consisted of parts of Lake, Marion, Seminole, Sumter, Volusia counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S20_4573_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S20/4573,,,,
2002-2004,"Crist, Victor D.",12,Republican,"Consisted of parts of Hillsborough, Pasco counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S12_4492_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S12/4492,,,,
2002-2004,"Dawson, M. Mandy",29,Democrat,"Consisted of parts of Broward, Palm Beach counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S29_4605_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S29/4605,,,,
2002-2004,"Diaz de la Portilla, Alex ",36,Republican,Consisted of part of Miami-Dade county,https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S36_4649_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S36/4649,President Pro Tempore,,,
2002-2004,"Dockery, Paula",15,Republican,"Consisted of parts of Hernando, Lake, Osceola, Polk, Sumter counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S15_4594_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S15/4594,,,,
2002-2004,"Fasano, Mike",11,Republican,"Consisted of parts of Citrus, Hernando, Pasco, Pinellas counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S11_4517_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S11/4517,,,,
2002-2004,"Futch, Howard E. ",26,Republican,"Consisted of parts of Brevard, Indian River, Osceola, St. Lucie counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S26_4727_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S26/4727,,, 1/23/2003,
2002-2004,"Garcia, Rudy",40,Republican,Consisted of part of Miami-Dade county,https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S40_4322_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S40/4322,,,,
2002-2004,"Geller, Steven A.",31,Democrat,Consisted of part of Broward county,https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S31_4598_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S31/4598,,,,
2002-2004,"Hill, Anthony C. ""Tony"" , Sr.",1,Democrat,"Consisted of parts of Duval, Flagler, Putnam, St. Johns, Volusia counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S01_4494_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S1/4494,,,,
2002-2004,"Jones, Dennis L. ",13,Republican,Consisted of part of Pinellas county,https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S13_4209_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S13/4209,Majority (Republican) Leader,,,
2002-2004,"King, James E. ""Jim"" , Jr.",8,Republican,"Consisted of parts of Duval, Flagler, Nassau, St. Johns, Volusia counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S08_4641_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S8/4641,President,,,
2002-2004,"Klein, Ron ",30,Democrat,"Consisted of parts of Broward, Palm Beach counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S30_4575_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S30/4575,Minority (Democratic) Leader,,,
2002-2004,"Lawson, Alfred ""Al"" , Jr.",6,Democrat,"Consisted of Calhoun, Franklin, Gadsden, Gulf, Jackson, Liberty, Wakulla counties and parts of Bay, Jefferson, Leon, Madison counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S06_4292_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S6/4292,,,,
2002-2004,"Lee, Tom",10,Republican,"Consisted of parts of Hillsborough, Pasco, Polk counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S10_4574_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S10/4574,,,,
2002-2004,"Lynn, Evelyn J.",7,Republican,"Consisted of parts of Clay, Marion, Putnam, Volusia counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S07_4521_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S7/4521,,,,
2002-2004,"Margolis, Gwen",35,Democrat,"Consisted of parts of Broward, Miami-Dade counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S35_4128_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S35/4128,,,,
2002-2004,"Miller, Lesley ""Les""",18,Democrat,"Consisted of parts of Hillsborough, Manatee, Pinellas counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S18_4462_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S18/4462,,,,
2002-2004,"Peaden, Durell , Jr.",2,Republican,"Consisted of Holmes, Washington counties and parts of Bay, Escambia, Okaloosa, Santa Rosa, Walton counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S02_4527_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S2/4527,,,,
2002-2004,"Posey, Bill",24,Republican,"Consisted of parts of Brevard, Orange, Seminole counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S24_4484_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S24/4484,,,,
2002-2004,"Pruitt, Ken",28,Republican,"Consisted of Martin county and parts of Indian River, Okeechobee, Palm Beach, St. Lucie counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S28_4407_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S28/4407,,,,
2002-2004,"Saunders, Burt L.",37,Republican,"Consisted of parts of Collier, Lee counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S37_4606_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S37/4606,,,,
2002-2004,"Sebesta, Jim",16,Republican,"Consisted of parts of Hillsborough, Pinellas counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S16_4615_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S16/4615,,,,
2002-2004,"Siplin, Gary",19,Democrat,"Consisted of parts of Orange, Osceola counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S19_4683_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S19/4683,,,,
2002-2004,"Smith, Rod",14,Democrat,"Consisted of Alachua, Bradford, Gilchrist, Union counties and parts of Columbia, Levy, Marion, Putnam counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S14_4724_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S14/4724,,,,
2002-2004,"Villalobos, J. Alex",38,Republican,Consisted of part of Miami-Dade county,https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S38_4483_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S38/4483,,,,
2002-2004,"Wasserman Schultz, Debbie",34,Democrat,"Consisted of parts of Broward, Miami-Dade counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S34_4487_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S34/4487,,,,
2002-2004,"Webster, Daniel",9,Republican,"Consisted of parts of Orange, Osceola, Seminole counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S09_4607_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S9/4607,,,,
2002-2004,"Wilson, Frederica S.",33,Democrat,Consisted of part of Miami-Dade county,https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S33_4632_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S33/4632,,,,
2002-2004,"Wise, Stephen R.",5,Republican,"Consisted of parts of Clay, Duval, Nassau, St. Johns counties",https://www.flsenate.gov/PublishedContent/Senators/2002-2004/Photos/S05_4726_Thumbnail.jpg,https://www.flsenate.gov/Senators/2002-2004/S5/4726,,,,
2000-2002,"Brown-Waite, Ginny ",10,Republican,"Consisted of Hernando and parts of Pasco, Polk and Sumter county",https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S10_4430_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S10/4430,President Pro Tempore,,,
2000-2002,"Burt, Locke",16,Republican,Consisted of Part of Volusia county,https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S16_4450_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S16/4450,,,,
2000-2002,"Campbell, Walter G. ""Skip""",33,Democrat,Consisted of Part of Broward county,https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S33_4576_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S33/4576,,,,
2000-2002,"Carlton, Lisa",24,Republican,"Consisted of Parts of Charlotte, Lee and Sarasota county",https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S24_4604_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S24/4604,,,,
2000-2002,"Clary, Charlie",7,Republican,"Consisted of Parts of Bay, Escambia, Okaloosa, Santa Rosa and Walton county",https://www.flsenate.gov/PublishedContent/Senators/2000-2002/Photos/S07_4572_Thumbnail.jpg,https://www.flsenate.gov/Senators/2000-2002/S7/4572,,,,
